time_eq,latitude_eq,longitude_eq,depth_eq,magnitude_eq,depth_error_eq,zone_eq,year_eq,month_eq,day_eq,min_proximity_km,avg_proximity_km,max_proximity_km,fault_count_within_50km,fault_count_within_100km,zone_fault,latitude_fault,longitude_fault,area_fault,state_fault,state_area_fault,slip_rate_mm_per_yr_fault,plate_boundary_type_fault,fault_type_fault,fault_length_km_fault,total_fault_length_fault,rock_type_fault,rock_factor_scaled_fault,soil_type_fault,soil_factor_scaled_fault,fracture_factor_scaled_fault,strain_rate_fault,seismic_hazard_fault,fault_density_fault,attenuation_factor_fault,AF_Classification_fault,zone_mismatch_flag
0,12.244,92.743,30,4.5,13.63067332,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mismatch
2005-04-17 17:09:47.720000+00:00,13.845,93.156,29.4,4.7,17.4,3,2005,4,17,1367.196957,2057.974319,2830.915942,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,match
2005-04-17 21:37:53.230000+00:00,10.178,93.634,25.9,5.3,13.63067332,4,2005,4,17,1623.136739,2415.269366,3191.162465,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-04-17 23:21:25.510000+00:00,10.783,92.041,30,4.7,13.63067332,3,2005,4,17,1436.825078,2282.361622,3038.815162,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-04-18 14:16:40.930000+00:00,10.738,91.611,24.9,4.6,13.63067332,3,2005,4,18,1396.552509,2267.475785,3017.831327,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-04-20 07:47:49.500000+00:00,10.922,92.586,30,4.5,13.63067332,3,2005,4,20,1484.718453,2294.626083,3058.508839,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-04-23 05:19:07.720000+00:00,8.93,93.679,30,4.7,13.63067332,3,2005,4,23,1690.324385,2534.502818,3309.323931,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-04-23 18:49:36.980000+00:00,12.923,92.403,30,4.5,13.63067332,3,2005,4,23,1391.075671,2101.240111,2864.207015,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-04-25 14:57:57.650000+00:00,10.699,91.689,30,4.5,13.63067332,3,2005,4,25,1406.112673,2274.601848,3026.038495,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-04-27 02:15:35.310000+00:00,8.703,92.349,39.3,4.5,13.63067332,3,2005,4,27,1577.133526,2494.79677,3252.914021,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-04-27 14:04:44.280000+00:00,8.686,93.713,36.1,4.9,13.63067332,3,2005,4,27,1706.860607,2559.234759,3334.104311,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-04-28 16:45:12.990000+00:00,8.652,92.292,32.1,4.5,13.63067332,3,2005,4,28,1574.848441,2497.239243,3254.533554,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-04-28 20:12:48.980000+00:00,7.305,92.068,30,4.5,13.63067332,3,2005,4,28,1639.853712,2619.097285,3371.433013,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-04-30 00:24:42.810000+00:00,9.508,93.142,30,4.6,13.63067332,3,2005,4,30,1607.900059,2454.057993,3223.304061,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-05-01 07:39:30.510000+00:00,12.155,92.46,30,4.5,13.63067332,3,2005,5,1,1422.267088,2174.210797,2937.486643,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-05-01 17:39:55.030000+00:00,11.379,92.07,26.7,4.5,13.63067332,3,2005,5,1,1413.01136,2227.640443,2985.038828,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-05-01 21:36:38.160000+00:00,13.575,92.849,30,4.7,13.63067332,3,2005,5,1,1397.308174,2065.475172,2834.527611,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,match
2005-05-04 02:32:41.250000+00:00,9.291,91.688,19.8,5.3,13.63067332,4,2005,5,4,1481.025724,2409.608284,3159.490064,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-05-08 00:01:48.260000+00:00,9.749,90.066,30,4.5,13.63067332,3,2005,5,8,1303.330305,2301.131982,3026.797345,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-05-09 07:56:49.560000+00:00,12.845,93.206,30,4.5,13.63067332,3,2005,5,9,1477.294628,2149.47128,2922.634314,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-05-12 23:29:22.460000+00:00,7.687,92.064,30,4.6,13.63067332,3,2005,5,12,1614.245074,2581.458893,3334.320557,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-05-16 11:48:54.580000+00:00,8.644,93.72,30,4.7,13.63067332,3,2005,5,16,1709.844359,2563.552339,3338.442314,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-05-29 23:27:58.540000+00:00,9.526,92.788,30,4.6,13.63067332,3,2005,5,29,1572.725166,2435.73135,3200.609777,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-05-31 00:33:30.510000+00:00,10.007,91.462,30,4.8,13.63067332,3,2005,5,31,1419.592118,2331.007922,3078.480288,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-05-31 18:18:23.220000+00:00,8.823,94.261,24.5,4.5,13.63067332,3,2005,5,31,1752.140184,2573.359329,3354.503101,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-06-01 20:06:41.450000+00:00,28.881,94.626,25.8,5.8,13.63067332,4,2005,6,1,143.6489447,1348.905191,2591.658953,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,match
2005-06-06 22:01:44.790000+00:00,9.487,92.845,30,4.5,13.63067332,3,2005,6,6,1580.286945,2442.082193,3207.628926,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-06-07 03:27:07.530000+00:00,12.318,94.861,30,4.8,13.63067332,3,2005,6,7,1548.705995,2287.732057,3078.46472,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,match
2005-06-07 05:03:19.150000+00:00,12.697,93.155,30,4.5,13.63067332,3,2005,6,7,1476.372456,2160.085613,2932.548281,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-06-11 04:39:04.730000+00:00,12.145,94.701,15.5,4.6,13.63067332,3,2005,6,11,1565.860305,2293.811858,3082.896225,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,match
2005-06-11 04:46:47.210000+00:00,12.217,94.696,18.1,4.7,13.63067332,3,2005,6,11,1557.842089,2287.16609,3076.243982,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,match
2005-06-13 05:48:20.120000+00:00,8.731,92.717,30.8,4.5,13.63067332,3,2005,6,13,1609.939909,2508.429905,3271.34473,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-06-13 17:14:17.670000+00:00,13.584,92.746,30,4.6,13.63067332,3,2005,6,13,1396.502053,2059.279625,2827.017941,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,match
2005-06-14 11:37:19.420000+00:00,26.072,95.691,83.7,4.9,7.4,3,2005,6,14,222.3054005,1450.197237,2670.900545,0,0,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,mismatch
2005-06-14 14:23:18.470000+00:00,27.205,87.92,44.4,4.6,5.6,3,2005,6,14,58.92942789,894.1390393,1912.746987,0,4,5,26.88,88.39,Bagdogra,West Bengal,88752,12,Convergent (Indo-Burma),Thrust (MBT region),100,500,Granite,0.005,Laterite,0.005,0.007,1.20E-07,Very High,5.63,0.0057,Medium,mismatch
2005-06-15 06:15:22.370000+00:00,12.21,92.348,30,4.5,13.63067332,3,2005,6,15,1408.773366,2163.695703,2925.513527,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-06-15 10:07:47.840000+00:00,13.508,92.87,30,4.5,13.63067332,3,2005,6,15,1404.728183,2072.54153,2841.838558,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,match
2005-06-16 16:06:36.520000+00:00,7.705,92.126,31.1,4.8,13.63067332,3,2005,6,16,1618.615436,2582.273797,3335.993216,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-06-19 02:09:32.460000+00:00,7.427,93.08,36,4.5,16.4,3,2005,6,19,1722.38136,2650.495163,3415.976809,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-06-19 02:44:57.500000+00:00,13.456,92.72,26.2,4.6,13.63067332,3,2005,6,19,1409.67844,2069.349122,2836.710702,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-06-23 17:53:51.260000+00:00,10.116,93.021,30,4.5,13.63067332,3,2005,6,23,1565.469256,2390.969166,3159.481536,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-06-28 05:22:07.930000+00:00,10.643,92.03,30,4.5,13.63067332,3,2005,6,28,1442.383422,2295.102805,3051.265766,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-06-30 16:02:33.140000+00:00,7.743,91.958,30,4.9,13.63067332,3,2005,6,30,1601.13307,2571.596538,3323.109966,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-02 10:01:12.820000+00:00,28.794,96.089,46.1,4.6,8.3,3,2005,7,2,86.33689017,1472.190774,2731.635573,0,1,4,28.07,95.77,,Arunachal Pradesh,83743,10,Convergent (Eastern Himalaya),Thrust (Eastern Himalaya),150,150,Metamorphic,0.006,Alluvial,0.008,0.007,6.67E-08,High,1.79,0.007,High,mismatch
2005-07-02 16:10:55.140000+00:00,9.103,92.605,30,4.6,13.63067332,3,2005,7,2,1578.23328,2467.710114,3229.702757,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-02 18:12:21.880000+00:00,13.849,93.607,39.7,5.1,13.63067332,4,2005,7,2,1367.975453,2082.440635,2860.688548,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,mismatch
2005-07-04 04:35:33.560000+00:00,8.317,93.073,30,4.5,13.63067332,3,2005,7,4,1667.401205,2564.329989,3331.087561,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-04 16:07:36.040000+00:00,10.251,93.582,36.8,5.3,13.63067332,4,2005,7,4,1614.572304,2405.872749,3181.250034,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-04 19:44:05.760000+00:00,32.729,76.312,20,4.8,0,3,2005,7,4,44.57338763,934.4950456,1933.505005,1,2,4,32.58,75.87,Rajouri,J&K,55538,15,Convergent (Himalayan),active_thrust,200,600,Proterozoic-Mesozoic sedimentary,0.006,Colluvial,0.006,0.008,7.50E-08,High,10.8,0.0067,High,mismatch
2005-07-05 05:03:07.240000+00:00,10.465,92.239,30,4.6,13.63067332,3,2005,7,5,1471.556846,2321.437237,3080.260491,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-09 23:47:27.950000+00:00,9.315,93.013,41.1,4.8,13.63067332,3,2005,7,9,1605.623817,2466.257144,3233.671343,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-13 00:29:29.810000+00:00,10.351,92.903,49.6,5.5,13.63067332,4,2005,7,13,1542.530564,2363.246874,3130.56352,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-13 08:40:39.440000+00:00,8.527,92.258,43,4.8,13.63067332,3,2005,7,13,1579.174922,2507.86042,3264.530121,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-17 06:12:40.710000+00:00,26.413,93.388,26.1,4.8,13.63067332,3,2005,7,17,46.10211473,1237.395023,2442.812821,1,2,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,match
2005-07-22 22:45:38.460000+00:00,13.027,93.307,33.9,4.6,12.1,3,2005,7,22,1458.367743,2138.55735,2913.024434,0,0,3,26.14,93.04,Kaliabor,Assam,78438,12,Convergent (Indo-Burma),Thrust (Dauki/Haflong),400,1600,Gneiss,0.005,Alluvial,0.008,0.008,3.00E-08,Moderate,20.4,0.007,High,match
2005-07-23 10:16:30.720000+00:00,12.744,93.292,44.5,4.5,60.1,3,2005,7,23,1489.26387,2163.071142,2937.212179,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-24 15:42:06.210000+00:00,7.92,92.19,16,7.2,13.63067332,5,2005,7,24,1610.553765,2563.954609,3318.847187,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-24 15:54:33.980000+00:00,8.064,91.816,19.5,5.1,13.63067332,4,2005,7,24,1567.644681,2534.327756,3284.364804,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-24 16:00:12.340000+00:00,8.091,92.109,30.7,5.1,13.63067332,4,2005,7,24,1592.395292,2543.86872,3297.929111,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-24 16:11:44.580000+00:00,8.034,91.905,33.6,4.8,13.63067332,3,2005,7,24,1577.576137,2540.926335,3292.141882,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-24 17:10:05.790000+00:00,8.067,92.011,29.2,4.8,13.63067332,3,2005,7,24,1585.038021,2542.102827,3294.807677,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-24 17:28:23.470000+00:00,8.026,91.958,30.3,4.9,13.63067332,3,2005,7,24,1582.862799,2543.902316,3295.828903,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-24 18:25:50.650000+00:00,7.695,92.138,27.4,4.6,13.63067332,3,2005,7,24,1620.338153,2583.752352,3337.617049,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-24 19:39:03.750000+00:00,8.009,91.805,9.7,4.6,28.7,3,2005,7,24,1570.192059,2539.261048,3289.068094,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-24 21:29:17.440000+00:00,7.977,91.827,29.4,4.6,13.63067332,3,2005,7,24,1574.229187,2543.295482,3293.359718,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-24 22:08:04.960000+00:00,7.827,92.258,35.6,4.5,11.4,3,2005,7,24,1622.618743,2575.897416,3331.55341,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-25 02:17:15.570000+00:00,7.791,92.01,30,5,13.63067332,3,2005,7,25,1602.656059,2569.040803,3321.329335,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-25 03:26:17.600000+00:00,8.123,91.926,31.3,5.6,13.63067332,4,2005,7,25,1573.800383,2533.098458,3284.72815,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-25 05:10:02.050000+00:00,7.98,91.855,30,4.5,13.63067332,3,2005,7,25,1576.547784,2544.150145,3294.603403,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-25 07:44:34.440000+00:00,8.119,91.83,25,4.6,13.63067332,3,2005,7,25,1565.387764,2529.522757,3279.830703,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-25 08:50:24.380000+00:00,8.114,91.932,30,4.7,13.63067332,3,2005,7,25,1574.913889,2534.226426,3285.925147,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-25 12:43:46.450000+00:00,8.02,93.002,30.9,5.2,13.63067332,4,2005,7,25,1678.534356,2589.680355,3355.123682,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-26 00:56:15.510000+00:00,8.061,91.889,30,4.7,13.63067332,3,2005,7,26,1574.408598,2537.625671,3288.661062,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-26 05:47:40.280000+00:00,7.994,91.801,30,4.7,13.63067332,3,2005,7,26,1570.800579,2540.56644,3290.296896,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-26 06:32:11.440000+00:00,8.372,91.639,25.5,5.3,13.63067332,4,2005,7,26,1532.073904,2496.961166,3244.96492,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
2005-07-26 19:03:24.280000+00:00,7.44,92.044,30,4.5,13.63067332,3,2005,7,26,1628.727454,2604.852047,3357.072387,0,0,2,15.97,79.87,Ongole,Andhra Pradesh,162968,0.5,Intraplate,Normal,60,60,Granitic Gneiss / Charnockite,0.005,Red_loamy,0.007,0.005,8.33E-09,Low,0.37,0.0057,Medium,mismatch
